docno,text
d7425,"broken politics neneh cherry pop neneh cherry’s very presence is a political act. her blending of bohemianism, hip-hop swagger, british bass culture, and a joyous feminism were always expressed in her personality, her voice, her fashion sense as much as in her lyrics. that’s true now more than ever. in the past six years, following a long break, she’s been testing new musical waters. —made with kieran “four tet” hebden and her husband cameron mcvey—feels like the culmination of those recent experiments. musically, the album is as rich as any she’s made. sparkling harps are draped over a shuffling rhythm on “fallen leaves”; ghostly chimes provide the sparkling rhythm for “black monday,” while “natural skin deep” and “kong” are propulsive and restless, the former dropping dizzying steel drum samples over hefty beats, the latter riding a fathoms-deep dub groove. as always, the textures and rhythms perfectly frame the songwriting. lyrically, the album plays out like a set of meditations: impressionistic responses to the “broken politics” of a post-trump world. it is the very “neneh cherry-ness” of it that brings it all into focus, and it makes it a powerful and sustaining statement. on neneh cherry is at the peak of her powers; the results are nothing short of stunning."
d7426,war in my pen mike hip-hop/rap 
d7427,us empress of pop 
d7428,"deal thy fate album of the day: castle metal consider —castle’s fifth full-length—a belated, main-stage knockout, then: nine hard-rock haymakers tooled for the masses and the mosh pits. aided by the renowned board wizard billy anderson (who’s also manned the boards for leaden luminaries like neurosis, melvins, and sleep), the bold new effort finds the trio leavening their usual low-and-slow rumblings with a heightened classic rock immediacy that plays to their dynamic strengths. vocalist and bassist elizabeth blackwell remains the band’s greatest asset, approaching the smoldering, sandpaper-y runs on “hexenring” and “can’t escape the evil” like the sonic equivalent of a tightrope walk on primetime tv. it’s an act which comes easy to her, even as mat davis’s sputtering speed-metal riffs threaten to send the otherwise straightforward arrangements hurtling down to motörhead-y oblivion (latter half highlight “red phantom” being the most infernal example)."
d7429,"virus.dos master boot record electronic a quick scan of ’s sprawling back catalog doesn’t reveal much besides a bunch of binary code album titles and computer monitor album art, both of which will trigger a nostalgia trip in ’90s kids who know brian eno’s by heart. but victor love’s meticulous electronic music isn’t as mechanical as his idm-tinged song titles suggest. it’s actually quite animated, as if the italian producer imagined a scorched-earth scenario where and wendy carlos are forced to face off in front of a live studio audience—he’s beethoven with a robotics degree and bloodlust. “i always use the same set of sounds, which speeds up the mixing process and lets me focus on composition,” love explained in a last year. “it’s a bit like pixel art: low resolution; high imagination. creation out of limitations. expression in a minimal framework.” that’s certainly the case on , a triumphant mix of melodic thrash metal, tortured chiptunes, and widescreen synthwave that clears the cache of last spring’s lp. while the sudden appearance of singer made that album a love-or-loathe affair, master boot record’s latest effort is prickly and to-the-point, fat-free, and full of life. it’s about as captivating as a computer crash gets—what the robots wanna hear when they take over, and starts looking like a documentary."
d7430,"system trevor jackson electronic the electronic artist trevor jackson is almost inhumanly productive. from his days as a designer in the acid house scene, when his geometric scalpel-and-paper record sleeves helped to cement his aesthetic, through his dark ‘90s hip-hop work as the underdog to his era-defining electroclash albums as playgroup, jackson has never been at a loss for ways to keep himself busy. more recently, he’s been flushing out his archives: using the pre- label, he’s spent the last couple of years putting out hundreds of tracks in various guises. perhaps unsurprisingly, all of them are good. he’s nearing the end of this phase now, with the promise of new music to come, but he’s by no means scraping the barrel. the tracks on , recorded between 2002 and 2010, are edited together from long, live synthesizer jams—and they sound like it. whether it’s the drexiya-like electro of “beamrider,” the kinky-sounding ‘80s funk of “machine worshippers,” or the shiveringly beautiful ambient track “off world,” these tracks all use minute shifts in timbre and texture to create the greatest effect. there is so much detail here, fidelity obsessives and headphone voyagers will have a ball. but the album really belongs to the dancefloor: the fuzzy, fizzy acid of “question everything” for the scuzziest of basements, the sky-scraping early ‘90s trance vibe of “qix” for when you want to reach for the lasers."
d7431,"unreality srsq alternative, dream pop, shoegaze "
d7432,humble pi homeboy sandman & edan hip-hop/rap 
d7433,revolution daniel crawford r&b/soul 
d7434,"alone at last tasha alternative chicago singer-songwriter and poet tasha viets-vanlear has been at the frontlines of the city’s racial and social justice movements for a long time, having worked with organizations like the black youth project 100 while also participating in protests around town. her long-awaited debut album, , is a masterful and poetic exploration of what it means to fight for your right to live, the mental and physical toll that fight takes on a young woman, and how important it is to allow yourself space to let your imagination run wild. with her serene, melodious voice and soft, almost staccato guitar playing, tasha effortlessly moves between soul, bossa nova, and folk to remind listeners that reclaiming downtime, jealously guarding the skin that you live in, and taking care of one another are inherently revolutionary acts. with tasha has created a work of power, an album designed to soothe the souls of restless believers—those who dare to imagine a better world for themselves and for others. the spoken word album opener, “take care,” lays bare tasha’s intentions: “take care of your little body,” she says, a sentence that she repeats like a mantra throughout the album. this track is closely followed by the lush guitar melodies and soaring chorus of “new place,” where tasha sings, smoothly and wearily, about a bright new future, and the promise of love. throughout the album, tasha uses guitars as an extension of both her voice and her feelings. the weariness in “alright” requires reverb-heavy guitars, while the hopefulness of a new romance in “kind of love” is paired with sunny bossa nova-style guitars and percussion. is a kind of antidote for these trying times. it’s easy to lose yourself in the fight; is a reminder that you can find peace in idleness, and that getting lost inside your mind can be healing."
d7435,"the one will sessions & amp fiddler ft. dames brown funk detroit funk band will sessions have helped put bounce into the music of a galaxy of motor city hip-hop stars—from slum village to danny brown, guilty simpson to eminem. on their new album, , the group revel in the sounds of the 1970s and ‘80s that would later inspire a thousand rap producers. teaming up with producer joseph “amp” fiddler, a former george clinton lieutenant and a one-time mentor to j dilla, and vocal trio dames brown (larae starr, athena johnson, and teresa marbury), the squad deploy live and electric drums, retro synths, slap bass lines, fender rhodes electric pianos, peppy horn sections, and live strings (among many other toys) to lovingly construct eight songs that heavily nod to the disco-soul of chic, the spaced-out funk of parliament-funkadelic, and the talkbox-doused grooves of zapp. opener “what it is” sets the table: the squelchy bass and funky guitar licks have enough velocity to spin a 20-ton disco ball; “lost without you” sounds like it shares the same dna as chic’s “good times.” amid the floor-fillers, there’s the nastier “seven mile,” a blaxploitation-inspired number that’s part youngblood priest, part black caesar. a certain amount of cynicism is healthy when it comes to artists attempting to recreate old vibrations with this level of specificity, but everyone involved here comes across as either a true veteran—or, at least, the spiritual offspring—of a groovier era. this is nostalgia with a palpable sense of passion coming out of its pores. and besides, music this fun tends to melt away all skepticism."
d7436,"only self jesus piece punk, hardcore punk "
d7437,what happens when i try to relax open mike eagle hip-hop/rap 
d7438,"childqueen outtakes kadhja bonet r&b/soul, soul "
d7439,"first love 初恋 : debut album and demo tracks space streakings experimental, grindcore, rock in the late 1980s and early 1990s, amid a massive tech boom and an accompanying return to the national stage, japanese music was at a crossroads. the deviation wasn’t so much a schism as it was a pair of concurrent, opposing sea changes, the advents of j-pop and (otherwise known as japanese noise music), respectively. where the former subgenre more or less upheld american hegemony through the incorporation of familiar stylistic and lyrical tropes, the latter presented cultural diffusion as a dissonant, chaotic ritual, lacking an obvious western analogue. and then there were the mysterious space streakings, a legion of oddballs (and according to rumor, erstwhile video game programmers) with names like captain insect and karate condor, who demolished the above binary to transcendent effect through an unprecedented, criminally underrated merger of grindcore percussion, jazz-funk fanfare, industrial effects, screamo vocals, and glitched-out hip-hop—all before suddenly disappearing in the late 1990s, never to be heard from again. more than two decades after the band’s last output, experimental music bastion skin graft (who released much of the band’s recordings, most notably 1994’s steve albini-abetted 7”) has brought the maniacs’ whole discography to bandcamp for the very first time. a proper reintroduction begins with , a ferocious 20-song collection that combines 1993’s debut album with hard-to-find demos off 1990’s eponymous debut cassette. makoto oshiro’s painstaking remaster gives the disco-inferno energy driving “dream dump island 夢の島” and “magic dragon マジックドラゴン,” a long-overdue dynamic boost, while keeping the originals’ unshackled production intact. indeed, if j-pop represents the bridging of east and west, then space streakings’ music is a global superhighway riddled with spike traps and blazing oil spills—and no speed limit or exit ramp in sight. for those listeners sadomasochistic enough to partake, an unforgettable joyride awaits."
d7440,"joy as an act of resistance. idles punk, post-punk, rock "
d7441,"i’m reliving the end over and over and over again and its only the beginning risa rubin alternative, indie rock risa rubin’s music could be categorized as “experimental” in that everything is an experiment when you don’t know the rules. an untrained musician who picked up the folk harp at 18 and taught herself to play, rubin has spent the past few years crafting a musical oeuvre that plays like an act of spontaneous creation. in the past, her skeletally simple songs have sounded as though they were being conjured up in the moment of listening, as much as art created for a wider audience. sonically, rubin’s music falls somewhere within the nexus of sound collage, nebulous soundscapes, and the slightest, most intimately personal of folk songs. , rubin’s third release and first recorded in a studio, arranges these elements into a sonic time loop of hypnotic harp lines that cascade over booming, march-like beats and only the sparest of ornamentation around her rich, affected vocals, colored by the occasional field recording snippet. the songs tumble gently into each other, creating an atmosphere both calming and slightly eerie, as rubin’s internal monologue unspools. producer phil hartunian—who also contributed bass, drums, and guitar to the record—gives rubin’s sound a newfound spaciousness that gives her music a sense of elegance while preserving the unforced purity of her earlier releases. yet for all its palatial grandeur, there’s something steely about the record. beneath rubin’s untrained approach and unfiltered nursery rhyme lyrics is a tough-as-nails creative ambition that demands to be recognized. continuing the conversation she began on 2016’s , on i , rubin deals directly with the struggles of pursuing an artistic life. she bounces from joyful highs (“out of the woods”) to gloomy lows (“why am i not getting any better?”) as she ruminates on wanting “to be somebody” without losing herself in the process. rubin doesn’t go in for metaphor; her lyrics are refreshingly forthright, whether she is wallowing in self pity (“your life is not as hard as the life you think you’ve led,” she chides herself) or drawing from a deep well of artistic self-respect (“one day they will pay me / one day they will”). on “peaks and valleys,” her layered vocals come together in a garbled proclamation that brims with quiet dignity, encapsulating the journey rubin is undertaking with her art: “i can accept the consequence of doing what i do / i can respect the magic of a life that’s always new.”"
d7442,"tangerine reef animal collective alternative between their joyful odes to domesticity and their way of marveling at simple, shared experiences like fireworks and childhood holidays, animal collective have spent the last 18 years making fantastical music out of our most basic habits. their latest album, , takes this concept to immersive new depths—literally. released as a collaboration with aquatic videography duo to commemorate the initiative, the album was conceived as an audiovisual exploration of some of the vibrant coral ecosystems blossoming beneath our oceans. like the gorgeous footage that this music soundtracks, is a surreal, slow-motion cycle of lush environments awash in neon tones, oozing with a love for the environment that lays the foundation for animal collective to create their own private aquarium of drifting sounds. panda bear is notably absent from the proceedings here (a first for the group), making room for avey tare, geologist, and deakin to largely dispense with song structures, and instead luxuriate in their amorphous, liquid textures. “buxom” floats along with sparse, bubbling arpeggios, while “hip sponge” is punctuated by avey tare’s primal yelps, and the lovely “jake and me” revolves around soothing drones buoyed by a gentle, pirouetting bassline. there’s a calm sense of wonder at the heart of it all, as well as an alarming unease at the possibility of losing these underwater communities to the ever-increasing epidemic of climate change and global pollution. as both a call for environmental policy reform and a love letter to the untamed beauty of the natural world, animal collective have proven once again that kaleidoscopic experiences are everywhere; one only needs to step outside."
d7443,"energy dreams rejoicer electronic, instrumental "
d7444,"new hymn to freedom szun waves jazz it’s not difficult for a musician to become entrenched in doing their own thing. they spend years developing a personal style and voice so that one day, they can deliver the perfect representation of all of the sounds spinning around in their head, heart, and soul. and therein lies the risk in collaborations between established musicians: after spending so much time engrossed in their own individual projects, a certain creative intractability sets in. but this isn’t a bad thing; one of the highlights of a successful collaboration can be the collisions of perspective. an ideal outcome is when the artists involved can transcend individualism and create something greater than the sum of its parts. for psych-jazz trio szun waves, on their sophomore album , everything falls right into place. with his portico quartet, saxophonist jack wyllie adapts his fiery delivery so that any heat generated marries with the hypnotic effects of hang drum and percussion. that approach translates seamlessly to szun waves. a track like “temple” illustrates how lightning strikes of saxophone melody are no less essential to a stormy night enchantment as thick clouds of electronic effects and the susurrant murmur of drums. as a member of the jazz-electronica band triosk, laurence pike thrived in an environment where his drums served as the rhythmic driving force behind the harmonic advances of keyboards, electric bass, and samples. this background serves him well on a track like “constellation,” where his direct approach to tempo helps guide the increasingly volatile outbursts of synthesizers. and speaking of synthesizers, the sleight of hand luke abbott utilizes to make a melodic phrase imitate a rhythmic sequence on “fall into rain” is a scheme that allows both wyllie and pike to shed their rhythmic responsibilities and just run free. and “running free” is important for this partnership; is comprised entirely of improvisational material, live and unedited, where the need to express individuality is as important as the communication flowing between the members. just as the dividing lines between rhythm, harmony, and melody grow fuzzy in the hands of musicians who embrace a multi-tasking approach to collaboration, so too do their individual contributions. where a cry from saxophone ends and a harmonic wave from synthesizers begins is difficult to pinpoint, as is is the point of contact between the pulsing tempo of synthesizers and the rapid-fire rhythm of drums. for szun waves, these lines of demarcation are made irrelevant, because, in the end, it all becomes one."
d7445,"magus thou metal, sludge metal, doom "
d7446,"find us when u get there scott xylo funk, soul "
d7447,dur-dur of somalia – volume 1 & volume 2 dur-dur band funk 
d7448,"rockers from the land of reggae i-mo-jah reggae philip fullwood, co-founder of the jamaican group i-mo-jah, spent his younger years surrounded by reggae royalty. one of his earliest friendships was with freddie mckay, the rocksteady singer whose work in the early ‘70s combined the sweetness of american soul with the litheness of roots reggae. (it was fullwood who penned mckay’s 1971 hit “old joe”.) a few years later, fullwood’s journey into rastafarianism would lead him to cross paths with another titan of the genre: ras michael, whose work with the sons of negus turns the deep mystique of dub into ritual music for rasta worship, built around low, bobbing basslines and blissful group chants. so it’s no surprise that fullwood’s sole record with i-mo-jah—the group he formed with winston mckenzie and cassandra jenkins—would reflect both reggae’s soulful and spiritual sides. the record’s credits read like a who’s who of jamaican music: leroy “horsemouth” wallace and sly dunbar provide percussion, robbie shakespeare and aston barrett turn up on bass; and on trumpet, burning spear sideman bobby ellis. the all-star class reflects fullwood’s social circle, but i-mo-jah don’t need the help: is a powerful batch of roots music that was released in 1982 and somehow has never been reissued until the excellent uk label pressure sounds stepped in to right that wrong. what’s most gripping about is the lack of division between the record’s rasta and rocksteady elements; “fools rush in” has the easy groove and pulsing keys of an alton ellis love song, but the object of the song’s affection is divine. jenkins and fullwood’s vocals intertwine beautifully on the refrain, occasionally echoing one another, occasionally harmonizing. “jah love” has the same low, hypnotic groove that ras michael worked with sons of negus, but jenkins darting backing vocals could have been nicked from a ‘60s r&b single. the song is a masterwork of wide-open spaces, occasional bursts of chicken-scratch guitar invading the empty space between the tiptoeing bassline. album closer “weeping and wailing” is a work of wonder: deep, spiritual group vocals punctuating funereal organ stabs and b.b. king-style guitar licks from steve goldstein. out of circulation for far too long, is a work of divine beauty."
d7449,"melondrama cale sexton electronic if melbourne label butter sessions were to take over an entire club, cale sexton would likely hold court in the chillout room. while label founder sleep d and regulars such as dan white (who now records as rings around saturn) work best in energy-raising techno, sexton’s strength has been in catching you on the comedown. his spacious, downtempo productions and melodic bass playing have made him an essential part of the label through , collaborations, and . now, he takes center stage on his debut album , a collection of softly-enveloping synth jams as gentle as they are euphoric. is actually the first full-length release on butter sessions, which has stuck strictly to singles and eps over its eight years. that’s not abnormal for a dance label (lps aren’t traditionally the genre’s focus), but the choice feels just right for sexton. tracks like opener “the sump” and album highlight “intercom” take full advantage of that sense of space, floating evocative melodies over watery atmospheres. it makes the basslines and synths feel just as impactful as the silences they dissolve into and emerge out from. sexton balances ’s woozy vibe with carefully placed highs. “kss” threads a playful synth melody through tightly wound drum machine rhythms, while the rippling psychedelia of “look back and lurch” is fueled by a punchy bassline. the best moments though come when sexton slows down. the gorgeous single “speak into it” creates a vast foundation for sexton’s evocative guitar leads, and it’s followed by the six-minute “crowbar” where ghostly synths strobe in slow motion. sexton lets everything burn straight down to its embers on the vast, beatless closer “ls2,” giving a strong sense of scope (while inviting plenty of replays). it’s a slow-burning debut for a career that’s just heating up."
d7450,"endless scroll bodega alternative, indie the title of the debut album from nyc-based bodega, pulls off a tricky double meaning, equating internet consumption with long, ancient religious texts. the group return to that theme again and again across the album’s 14 tracks, picking apart our collective obsession with technology. lyricists ben hozie and nikki belfiglio use deliberately mundane and unembellished language to conjure mundane and unembellished characters and settings, and their portrait of the modern age is unpretentious and all too realistic—often hilarious in its scorn and exasperation. the first moment of ’s winkingly-titled second track, “bodega birth,” states the album’s thesis: “i use my computer for everything / heaven knows i’m miserable now.” in both its content and its monotone delivery, the line addresses the ways our technological access leads to a kind of internal deadening. “bookmarks” is even more direct: “all day at work / stare at computer/ come home from work / stare at computer,” drilling down on the banality of constant access. it’s not all screens, though: on opener “how did this happen?!,” bodega lament how technology has led to political complacency and “slacktivism”; “can’t knock the hustle,” with its quips about nine-dollar smoothies and hourly salaries—and a sardonic chorus that goes, “you can’t knock the hustle / when the cats are making capital”—is an anti-capitalist anthem that socialist organizations could adopt as their fight song. such straightforward lyricism demands music that’s equally unflashy, and bodega’s simple, wiry arrangements rise to the occasion. the songs are built from little more than slightly overdriven guitars, simple, driving drums, and belfiglio and hozie’s yelped vocals. just as bodega’s lyrics plainly and boldly analyze our current state, so too are the songs striking in their direct, yet incisive, arrangements."
d7451,"kingdoms in colour maribou state electronic on their debut album maribou state trafficked in atmospheric electronic music, beautifully enhanced by soft harmonies, lush orchestral arrangements, and soulful rhythms brought to life by the band’s own artistry and the talents of guest vocalists like holly walker and jono mccleery. was a runaway hit with critics and fans alike, sending the group (formed by chris davids and liam ivory in 2011) on a global tour. that trek had an audible effect on the project’s sophomore lp, . by culling samples from tour stops across asia, australia, north america, and morocco, davids and ivory have created a stunning kaleidoscope of sound which serves not only as a record of the duo’s lived experiences and their inspirations, but a vehicle by which the listener can get in tune with the beauty of the world—as well as with humanity at large. is an album where field recordings commingle with house-style piano melodies, soaring choirs, and samples of everything from belgian jazz (“vale”) to obscure ’70s funk-rock (“turnmills”). it opens with the melancholy “beginners luck,” a track with winding, layered vocals that owe as much to celtic song as its stuttering rhythms do trip-hop; it’s the sole moment of tranquility on an album which otherwise makes good on its title with arrangements flush with euphoria and color. album standout “kingdom” is particularly vibrant, leavening its soca-like percussion grooves with darting highlife guitars and a looped flute sample, while “kāma” unfolds as a synth-heavy dance party, pensive but blissful. holly walker returns for “nervous tics”—a house track built around samples of the band playing a in a music store in beijing—while the houston-based funk group khruangbin lend haunting vocals and gently surging bass to “feel good.” on maribou state immerse the listener in strange and wondrous songs that toe the line between ecstatic and melancholic, and offer glimpses of a brighter, more hopeful world."
d7452,"events score daniel davies electronic when the child of a famous musician decides to follow their parents’ path it can sometimes be challenging for them to establish themselves as an artist in their own right. daniel davies, the son of the kinks’ dave davies, fell victim to that struggle on his 2011 debut ep , which cast him as the lead singer and guitarist of a rock trio. in the following years, however, he found his own voice by helping another, reclaim his. davies has been essential to the horror director and composer’s late-career resurgence, touring live and working on carpenter albums including and the upcoming new score. now with the atmospheric , davies has made a debut album that demonstrates his own considerable strength as a composer. though davies’s palette is distinct from carpenter’s icy minimalism, he does conjure some “lost themes” of his own with eerie, proggy soundscapes that could be written for an imaginary horror film. clouds of ominous synths hover on tracks like “shadows alive.” that track begins as a lullaby, built around a delicate harpsichord, before heavier tones fill out the bottom end and the entire song dissolves like a bad dream. spindly guitars and dark synths dwell on “xxt” but the brisk percussion lifts it with an almost jazzy airiness. “endless blue” opens as pure drone, but methodically builds to a cathartic melody. it offers a rare brightness that only makes the rest of inky darkness more unsettling. the eight tracks over ’s 31 minutes are all relatively short, but davies’s vivid productions give the album a greater scope. the influence of carpenter is undeniable and davies carries on the kinks’ pioneering skill in making the harpsichord sound , but more than anything it feels like a showcase of his own burgeoning compositional talent. davies’s music could evolve in many directions and the multiple paths that spring out from are as compelling as they are darkly alluring."
d7453,render another ugly method mothers rock 
d7454,"the switch body/head alternative age, we are frequently told, makes one mellow—that it dampens the ceaseless, burning, desire that surges through you when you’re young. aside from being ageist, it is also couldn’t be further from the truth. take someone like kim gordon, for example. at 65, the ex-sonic youth member is making some of her most experimental music to date with body/head, her collaborative guitar-based project with bill nace. nace and gordon may only present half the number of tracks that appeared on their 2013 debut, , but they manage to stretch them out into new realms on . there’s a fundamental sparseness to this album, one that takes a step even further back from their minimal, abstract debut and allows space to swish around with potency. opener “last time” begins like an earth song, but rather than head into crunchy guitar overdrive and rumbling drones, the pair embrace the power of restraint, thoughtfully stepping in and out of each other’s guitar parts like ballroom dancers. tone is crucial, and they allow guitars to whirr and hum with static hiss; the eerie, woozy, -like ambience on “in the dark room” creates a presence that is alternately immersive and distancing. gordon’s vocals wail under a sea of ever-shifting guitar feedback on “change my brain,” and the closing “reverse hard” bubbles away with a quiet force, as though faraway sounds are creeping in through a window that has been left open, shifting from remoteness to claustrophobia. all of this combines to make a record that is clearly still trying to extract something new from the guitar, and it does so with an audacious sense of fearlessness."
d7455,ordinary corrupt human love deafheaven metal 
d7456,"nose picker negative scanner alternative, punk rock on their new record chicago’s negative scanner perfect their formula for cheeky, guitar-forward post-punk wit. the album begins with vocalist rebecca valeriano-flores hollering in a ridiculous faux british accent, “is there anybody there?” the response comes in the form of a lightly-overdriven guitar, which plunges into the empty space with brash, simple bar chord hammering, propped up with snare and kick. that combination lays the sonic and thematic groundwork for , which flits between levity (“you’re picking sides like you pick your nose!” valeriano-flores sneers on the title track) and gravity (“in the city there’s 10 million men in uniform and they got a right to kill,” she howls on “10 million kids”). negative scanner excel at relaying these bite-size sentiments in tight, succinct blasts that rarely run more than two minutes. the record is efficient and poppy, with elevated bpms and power-pop inclinations, but it’s bitter enough to balance the sweetness thanks to its proudly unpolished production and valeriano-flores’s idiosyncratic vocal style. on “the only one,” backed by matt revers’s driving guitars, nick beaudoin’s chugging bass, and tom cassling’s no-frills drumming, valeriano-flores trudges along in a resigned low register, while her roars on “let it die” recall the no-quarter delivery of downtown boys’ victoria ruiz. “a vision” splits the difference, trading off between indifferent, machine-like baritone and enraged yells. straddles a fence between twisted power pop and catchy post-punk in the vein of contemporaries like vancouver’s dumb and portland’s lithics. but negative scanner embrace the absurd (see the record’s hilarious cover) to elevate, complicate, and ultimately enrich an infectious, white-knuckle guitar record."
d7457,"here from where we are pariah ambient it’s hard not to see the current wave of ambient music as a reaction to an ever uglier and more uncertain world. certainly, there’s been a move from many people in the club world into producing purely textural music, the kind that feels like a bath for the soul. the template has been set by the collective in london, with a whole set of musicians from in and around the london bass world making songs that are unapologetically blissful and new age-inspired. now, arthur cayzer, who records as pariah, has followed a similar trajectory, moving from dubstep and grime to enveloping beatlessness on his latest release, . formerly a punk and hardcore musician, seduced by dubstep into making complex bass-heavy electronic constructions, and latterly the producer of austere techno as half of karenn with jamie “ ” roberts, he apparently hit a bout of writer’s block before realizing that he could solve his problem by ditching his drum machines and letting these airy concoctions flow over, under, and around the block. the opener, “log jam” perhaps describes that creative block itself: it’s the one piece on this album that feels solid and weighty, its intense chords chugging like turbocharged steve reich. after that, there are two modes: tracks like “pith,” “conifer,” and “here from where we are” float suspended on sustained chords, as if willing time to a standstill. the rest of the album is airborne, tumbling on eddies of arpeggio, reminiscent of the 1970s ambience of steve hillage’s , or the ‘90s space exploration of pete namlook and ’s . just as with the new atlantis output, there’s no edge to this, no irony: plenty of emotional depth, sure, including some intensely sorrowful-sounding passages, but nothing that undermines the embracing tones and enjoyment of the prolonged moment."
d7458,"ogre heights mondo lava electronic in an era where the word “tropical” is both grossly overused and casually appropriated as a way to describe everything from palm tree-related kitsch to airy electronic music featuring pan flutes, marimbas, and steel drums, the experimental duo mondo lava have achieved something truly special. on , james ketchum and leon hu capture what the tropics could sound like in the modern age, where an increasingly varied cluster of influences combine to create truly fascinating music. the reference points are all over the place—video games, lo-fi beat masters, hip-hop, salsa greats, brazilian tropicália, psych rock—and all of them are blended and transformed into bewildering little worlds that contain multitudes. the album plays out like a fever dream soundtracked by warped guitar loops, steel drums, lush, velvety synths, and twinkling ‘70s tropicália piano. in fact, the music of brazil figures heavily across . afro-brazilian percussion provides the foundation for songs like “ogre heights” and the funkified “air walk,” and what sounds like a pitched-up drum surfaces in tracks like “ogre world” and “dreams.” there’s also a shout-out to the cadences and production style of dub, with sounds materializing and disappearing at the drop of a hat. this collage work comes together beautifully and blissfully in album standout “midnight carousel,” in which mondo lava juxtapose casio melodies with afro percussion and cowbell solos, toned-down space echo breaks, jazz melodies, and what sounds like a looped sample of bird-of- paradise. is an ambitious effort that succeeds in creating a truly immersive world for its listeners—one that manages to throw the notion of “tropical” on its head, and that is calming and insane in equal measures."
d7459,"touch dissolves aaron martin jazz with its ability to deliver both thick melodic lines as well as enveloping harmonies, the cello is a natural choice for artists looking to create a mood of tranquility. over the course of his recording career, aaron martin’s knack for using the instrument to generate mournful tones, disquieting harmonic undercurrents, and the unwinding of melodies has opened up a world of nuance to a series of striking solo pieces. that being said, there’s an argument to be made that martin’s signature works are his collaborations. his duo with dag rosenqvist, and his contribution to the dronarivm release with christoph berg, are prime examples of the ways chamber instrumentalism and electronic effects can peacefully coexist. martin’s newest, , is a different type of creative partnership, one that incorporates both a solo perspective and sympatico connection. the sixth installment of the iikki label’s duet series pairs martin’s cello with the photographs of yusuf sevinçli. captures the transformation of images from sharp reality to the ephemeral presence of dream. similarly, martin’s instrumentation traces the slow dissipation of a distinct and present melody into thick harmonic clouds that slowly drift away. and as it was on martin’s 2018 release , the breadth of instrumental expressionism expands far beyond just the reach of his cello, ranging from roll-up piano to concertina to guitar to glockenspiel. the instrument’s sounds may differ, but they all create a similar state of serenity. the gentle downpour of bells from a singing bowl on “a child’s arms are moonlight” provides a whispering accompaniment to the cello’s swaying lullaby. the appearance of banjo on “guarded eyes make curtains blossom” provides strong resonance, but when it’s eventually bowed, the effect brings it close to the way martin uses the cello. in “to stems unclasped the petals cling” the twang, sparkle and sigh of lap steel, ukulele, and cello serve to both complement and contrast. is a world inside a world, where lively activity exists inside every expression of peacefulness."
d7460,"michael nau & the mighty thread michael nau & the mighty thread alternative michael nau lives in a world where drums and delirious, candy-coated melody lines never went out of style. he’s big star meets the bangles atop phil spector percussion (without the specter of evil that now surrounds the latter’s name). and while nau might be somewhat out of place in a pop market that demands “everything and more, all the time,” in another era—like the one his songs hearken back to—he’s a bona fide star. after moving on from folk projects page france and cotton jones, nau began releasing records under his own name, starting with in 2016 and following with in 2017. is his most assured release to date, a sparkling, shimmering ode to the multitude of sounds rock music can contain. “shadow on” is folk rock lite, its simple piano and guitar lines rocking beneath nau’s voice, which oscillates between sly sarcasm and gentle heartbreak. “no faraway star” is a ‘70s rock burner; the fact that its title contains the word “star” is a handy coincidence, as its smoldering blues conjure the alex chilton-led power pop heroes. “funny wind” is a ballad that pushes against the notion that slower songs need to be drowned in a sense of defeat. michael nau’s music is unassuming, straightforward, and quietly subversive—pop structures reimagined and reorganized under the guise of rock ‘n’ roll. there’s a feeling of warmth that radiates outwards from his songs. perhaps it’s his voice, perhaps the arrangements, but regardless, this effect is quiet, and yet, uniquely powerful; a distinct characteristic of michael nau’s music. the quiet strength of craft is never glamorous—but who wants to be a pop star, anyway, when you can make music this good instead?"
d7461,"sundays tanukichan alternative, indie rock, shoegaze "
d7462,"lithium zion deaf wish alternative, indie rock "
d7463,fear of a brown planet brownout funk 
d7464,"little ugly girls little ugly girls alternative it’s taken almost 30 years for little ugly girls to release their debut. formed in hobart, tasmania before relocating to melbourne, the underground punk quartet played with bikini kill, fugazi, and the white stripes during their initial lifespan, yet never released anything beyond a few short tapes. until now. little ugly girls have pulled together recordings new and old for a self-titled collection that stamps a forceful exclamation mark on their cult career. it’s the kind of scalding, squalling record that would get a young band anointed with instant hype. but more importantly, it’s the definitive introduction to an on-again, off-again band that feel every bit as powerful now as they did in the ’90s. the center of gravity is frontwoman linda johnston, whose voice swings from an urgent rasp and banshee-level release on opener “tractor” to a tender whisper on “storm after storm.” she’s backed by her brother, guitarist dannie johnston, who favors ominous churnings and volcanic surges, alongside the thundering rhythm section of bassist mindy mapp and drummer brent punshon. despite the fact that half of the album’s songs finish around the two-minute mark, it’s hard not to be left shaken by the band’s snarling attack. on the album’s longest track, “vinegar,” linda leans into the flinty, authoritative mantras that are her signature. “would you say it’s magic?” she asks a few times, before repeating “pull out all my hair and smoke my cigarettes” like some dire incantation as the music lurches and circles with mounting power. more devastating, though, is what comes immediately after: the closing “boxen-hooda-hayda” is a bittersweet a cappella number centered around linda’s doubled vocals. so vulnerable following all that cumulative muscle, her lullaby-esque lyrics make casual reference to family violence, coming at little ugly girls’ recurring subject of personal trauma from a stark new direction."
d7465,at your leisure clearance rock 
